Description,Variables,value,unit,,,,6
Rear Cross Traffic Alert Customization Current Setting Value at key on,verimr_e_ops_rcta_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0131448_2020-8-9-15-44-11,,,
Side Blind Zone Alert Customization Current Setting Value at key on,verimr_e_ops_sbza_custstkeyon,1,$0=Setting_Unknown $1=Off $2=On,0131448_2020-8-9-15-44-11,,,
UTC Day at Key OFF,vegpsr_t_ops_daykeyoff,9,Day,0131448_2020-8-9-15-44-11,,,
UTC Hours at Key OFF,vegpsr_t_ops_hourkeyoff,15,Hour,0131448_2020-8-9-15-44-11,,,
UTC Minutes at Key OFF,vegpsr_t_ops_minkeyoff,44,Minute,0131448_2020-8-9-15-44-11,,,
UTC Month at Key OFF,vegpsr_e_ops_monthkeyoff,8,Month,0131448_2020-8-9-15-44-11,,,
UTC Seconds at Key OFF,vegpsr_t_ops_seckeyoff,11,Second,0131448_2020-8-9-15-44-11,,,
UTC Year at Key OFF,vegpsr_t_ops_yearkeyoff,2020,Year,0131448_2020-8-9-15-44-11,,,
Vehicle Odometer Value at Key OFF,vevspr_l_ops_vehodokeyoff,762.84375,km (KeyOff),0131448_2020-8-9-15-44-11,,,
Vehicle Odometer Value at Key ON,vevspr_l_ops_vehodokeyon,761.296875,km (KeyOn),0131448_2020-8-9-15-44-11,,,
Adaptive Cruise Control Setting Type at key on,vefsrr_e_ops_selmodekeyon,0,$0=Manual $1=Auto,0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed 150 kph and greater when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[10],0,(150<),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],115,(0-15),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (0-15 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[0],0,(0-15),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (105-120 kph),vavspr_cnt_ops_vehspd[x]_[7],0,(105-120),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (105-120 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[7],0,(105-120),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (120-135 kph),vavspr_cnt_ops_vehspd[x]_[8],0,(120-135),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (120-135 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[8],0,(120-135),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (135-150 kph),vavspr_cnt_ops_vehspd[x]_[9],0,(135-150),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (135-150 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[9],0,(135-150),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (15-30 kph),vavspr_cnt_ops_vehspd[x]_[1],72,(15-30),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (15-30 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[1],0,(15-30),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (30-45 kph),vavspr_cnt_ops_vehspd[x]_[2],33,(30-45),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (30-45 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[2],0,(30-45),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],68,(45-60),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (45-60 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[3],0,(45-60),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (60-75 kph),vavspr_cnt_ops_vehspd[x]_[4],38,(60-75),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (60-75 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[4],0,(60-75),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (75-90 kph),vavspr_cnt_ops_vehspd[x]_[5],0,(75-90),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (75-90 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[5],0,(75-90),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (90-105 kph),vavspr_cnt_ops_vehspd[x]_[6],0,(90-105),0131448_2020-8-9-16-13-48,,,
Counter for vehicle speed within (90-105 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[6],0,(90-105),0131448_2020-8-9-16-13-48,,,
Counter of vehicle movement state at (Forward),vavdyr_cnt_ops_vehmotionstate[x]_[2],358,Forward,0131448_2020-8-9-16-13-48,,,
Counter of vehicle movement state at (Invalid),vavdyr_cnt_ops_vehmotionstate[x]_[4],0,Invalid,0131448_2020-8-9-16-13-48,,,
Counter of vehicle movement state at (Neutral),vavdyr_cnt_ops_vehmotionstate[x]_[1],1,Neutral,0131448_2020-8-9-16-13-48,,,
Counter of vehicle movement state at (Parked),vavdyr_cnt_ops_vehmotionstate[x]_[0],19,Parked,0131448_2020-8-9-16-13-48,,,
Counter of vehicle movement state at (Reverse),vavdyr_cnt_ops_vehmotionstate[x]_[3],15,Reversed,0131448_2020-8-9-16-13-48,,,
Driver Alert Type Customization Current Setting value at key on,venvar_e_ops_alrtdrvrslctdkeyon,2,$0 = SettingUnknow $1 = Chime $2 = Seat,0131448_2020-8-9-16-13-48,,,
Forward Collision Alert Gap Setting at key on,vefimr_e_ops_fca_gapsetkeyon,0,$0 = Far $1 = Medium $2 = Near $3 = Off $4 = Unknown $5=Faulted,0131448_2020-8-9-16-13-48,,,
Forward Impact Mitigation Operation Select Customization Current Setting Value at key on,vefimr_e_ops_cps_cursetkeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0131448_2020-8-9-16-13-48,,,
Front PCM Response Type Customization Current Setting Value at key on,vepcmr_e_ops_cursetvaluekeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0131448_2020-8-9-16-13-48,,,
Go Notifier Customization Current Setting Value at key on,vefsrr_e_ops_gonocustomkeyon,2,$0=SettingUnknown $1=Off $2=On,0131448_2020-8-9-16-13-48,,,
Lane Change Alert Customization Current Setting Value at key on,verimr_e_ops_lca_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0131448_2020-8-9-16-13-48,,,
Lateral Assist Customer Selection Status at key on,veldfr_e_ops_ltrlasststkeyon,0,$0 = Off $1 = LDW $2 = LKA $3 = HoLF,0131448_2020-8-9-16-13-48,,,
Outside Air Temperature Key OFF,veoatr_t_ops_tempkeyoff,31.359375,deg C (KeyOff),0131448_2020-8-9-16-13-48,,,
Outside Air Temperature Key ON,veoatr_t_ops_tempkeyon,31.359375,deg C (KeyOn),0131448_2020-8-9-16-13-48,,,
Outside Air Temperature Max,veoatr_t_maxtempthiskeyon,31.359375,deg C (Max),0131448_2020-8-9-16-13-48,,,
Outside Air Temperature Min,veoatr_t_mintempthiskeyon,31.359375,deg C (Min),0131448_2020-8-9-16-13-48,,,
Positioning System Latitude at Key OFF,vegpsr_phi_ops_latitudekeyoff,25.97318222,deg (Lat KeyOff),0131448_2020-8-9-16-13-48,,,
Positioning System Latitude at Key ON,vegpsr_phi_ops_latitudekeyon,25.96502722,deg (Lat KeyOn),0131448_2020-8-9-16-13-48,,,
Positioning System Longitude at Key OFF,vegpsr_phi_ops_longitudekeyoff,-80.12918444,deg (Long KeyOff),0131448_2020-8-9-16-13-48,,,
Positioning System Longitude at Key ON,vegpsr_phi_ops_longitudekeyon,-80.14352111,deg (Long KeyOn),0131448_2020-8-9-16-13-48,,,
Rear Cross Traffic Alert Customization Current Setting Value at key on,verimr_e_ops_rcta_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0131448_2020-8-9-16-13-48,,,
Side Blind Zone Alert Customization Current Setting Value at key on,verimr_e_ops_sbza_custstkeyon,1,$0=Setting_Unknown $1=Off $2=On,0131448_2020-8-9-16-13-48,,,
UTC Day at Key OFF,vegpsr_t_ops_daykeyoff,9,Day,0131448_2020-8-9-16-13-48,,,
UTC Hours at Key OFF,vegpsr_t_ops_hourkeyoff,16,Hour,0131448_2020-8-9-16-13-48,,,
UTC Minutes at Key OFF,vegpsr_t_ops_minkeyoff,13,Minute,0131448_2020-8-9-16-13-48,,,
UTC Month at Key OFF,vegpsr_e_ops_monthkeyoff,8,Month,0131448_2020-8-9-16-13-48,,,
UTC Seconds at Key OFF,vegpsr_t_ops_seckeyoff,48,Second,0131448_2020-8-9-16-13-48,,,
UTC Year at Key OFF,vegpsr_t_ops_yearkeyoff,2020,Year,0131448_2020-8-9-16-13-48,,,
Vehicle Odometer Value at Key OFF,vevspr_l_ops_vehodokeyoff,765.515625,km (KeyOff),0131448_2020-8-9-16-13-48,,,
Vehicle Odometer Value at Key ON,vevspr_l_ops_vehodokeyon,762.84375,km (KeyOn),0131448_2020-8-9-16-13-48,,,
Adaptive Cruise Control Setting Type at key on,vefsrr_e_ops_selmodekeyon,0,$0=Manual $1=Auto,0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed 150 kph and greater when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[10],0,(150<),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],178,(0-15),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (0-15 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[0],0,(0-15),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (105-120 kph),vavspr_cnt_ops_vehspd[x]_[7],0,(105-120),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (105-120 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[7],0,(105-120),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (120-135 kph),vavspr_cnt_ops_vehspd[x]_[8],0,(120-135),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (120-135 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[8],0,(120-135),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (135-150 kph),vavspr_cnt_ops_vehspd[x]_[9],0,(135-150),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (135-150 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[9],0,(135-150),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (15-30 kph),vavspr_cnt_ops_vehspd[x]_[1],180,(15-30),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (15-30 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[1],0,(15-30),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (30-45 kph),vavspr_cnt_ops_vehspd[x]_[2],117,(30-45),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (30-45 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[2],0,(30-45),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],249,(45-60),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (45-60 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[3],0,(45-60),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (60-75 kph),vavspr_cnt_ops_vehspd[x]_[4],112,(60-75),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (60-75 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[4],0,(60-75),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (75-90 kph),vavspr_cnt_ops_vehspd[x]_[5],0,(75-90),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (75-90 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[5],0,(75-90),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (90-105 kph),vavspr_cnt_ops_vehspd[x]_[6],0,(90-105),0131448_2020-8-9-17-0-58,,,
Counter for vehicle speed within (90-105 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[6],0,(90-105),0131448_2020-8-9-17-0-58,,,
Counter of vehicle movement state at (Forward),vavdyr_cnt_ops_vehmotionstate[x]_[2],981,Forward,0131448_2020-8-9-17-0-58,,,
Counter of vehicle movement state at (Invalid),vavdyr_cnt_ops_vehmotionstate[x]_[4],0,Invalid,0131448_2020-8-9-17-0-58,,,
Counter of vehicle movement state at (Neutral),vavdyr_cnt_ops_vehmotionstate[x]_[1],1,Neutral,0131448_2020-8-9-17-0-58,,,
Counter of vehicle movement state at (Parked),vavdyr_cnt_ops_vehmotionstate[x]_[0],326,Parked,0131448_2020-8-9-17-0-58,,,
Counter of vehicle movement state at (Reverse),vavdyr_cnt_ops_vehmotionstate[x]_[3],12,Reversed,0131448_2020-8-9-17-0-58,,,
Driver Alert Type Customization Current Setting value at key on,venvar_e_ops_alrtdrvrslctdkeyon,2,$0 = SettingUnknow $1 = Chime $2 = Seat,0131448_2020-8-9-17-0-58,,,
Forward Collision Alert Gap Setting at key on,vefimr_e_ops_fca_gapsetkeyon,0,$0 = Far $1 = Medium $2 = Near $3 = Off $4 = Unknown $5=Faulted,0131448_2020-8-9-17-0-58,,,
Forward Impact Mitigation Operation Select Customization Current Setting Value at key on,vefimr_e_ops_cps_cursetkeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0131448_2020-8-9-17-0-58,,,
Front PCM Response Type Customization Current Setting Value at key on,vepcmr_e_ops_cursetvaluekeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0131448_2020-8-9-17-0-58,,,
Go Notifier Customization Current Setting Value at key on,vefsrr_e_ops_gonocustomkeyon,2,$0=SettingUnknown $1=Off $2=On,0131448_2020-8-9-17-0-58,,,
Lane Change Alert Customization Current Setting Value at key on,verimr_e_ops_lca_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0131448_2020-8-9-17-0-58,,,
Lateral Assist Customer Selection Status at key on,veldfr_e_ops_ltrlasststkeyon,0,$0 = Off $1 = LDW $2 = LKA $3 = HoLF,0131448_2020-8-9-17-0-58,,,
Outside Air Temperature Key OFF,veoatr_t_ops_tempkeyoff,34.3125,deg C (KeyOff),0131448_2020-8-9-17-0-58,,,
Outside Air Temperature Key ON,veoatr_t_ops_tempkeyon,31.359375,deg C (KeyOn),0131448_2020-8-9-17-0-58,,,
Outside Air Temperature Max,veoatr_t_maxtempthiskeyon,35.296875,deg C (Max),0131448_2020-8-9-17-0-58,,,
Outside Air Temperature Min,veoatr_t_mintempthiskeyon,31.359375,deg C (Min),0131448_2020-8-9-17-0-58,,,
Positioning System Latitude at Key OFF,vegpsr_phi_ops_latitudekeyoff,25.97319361,deg (Lat KeyOff),0131448_2020-8-9-17-0-58,,,
Positioning System Latitude at Key ON,vegpsr_phi_ops_latitudekeyon,25.97318222,deg (Lat KeyOn),0131448_2020-8-9-17-0-58,,,
Positioning System Longitude at Key OFF,vegpsr_phi_ops_longitudekeyoff,-80.12918722,deg (Long KeyOff),0131448_2020-8-9-17-0-58,,,
Positioning System Longitude at Key ON,vegpsr_phi_ops_longitudekeyon,-80.12918444,deg (Long KeyOn),0131448_2020-8-9-17-0-58,,,
Rear Cross Traffic Alert Customization Current Setting Value at key on,verimr_e_ops_rcta_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0131448_2020-8-9-17-0-58,,,
Side Blind Zone Alert Customization Current Setting Value at key on,verimr_e_ops_sbza_custstkeyon,1,$0=Setting_Unknown $1=Off $2=On,0131448_2020-8-9-17-0-58,,,
UTC Day at Key OFF,vegpsr_t_ops_daykeyoff,9,Day,0131448_2020-8-9-17-0-58,,,
UTC Hours at Key OFF,vegpsr_t_ops_hourkeyoff,17,Hour,0131448_2020-8-9-17-0-58,,,
UTC Minutes at Key OFF,vegpsr_t_ops_minkeyoff,0,Minute,0131448_2020-8-9-17-0-58,,,
UTC Month at Key OFF,vegpsr_e_ops_monthkeyoff,8,Month,0131448_2020-8-9-17-0-58,,,
UTC Seconds at Key OFF,vegpsr_t_ops_seckeyoff,58,Second,0131448_2020-8-9-17-0-58,,,
UTC Year at Key OFF,vegpsr_t_ops_yearkeyoff,2020,Year,0131448_2020-8-9-17-0-58,,,
Vehicle Odometer Value at Key OFF,vevspr_l_ops_vehodokeyoff,773.90625,km (KeyOff),0131448_2020-8-9-17-0-58,,,
Vehicle Odometer Value at Key ON,vevspr_l_ops_vehodokeyon,765.515625,km (KeyOn),0131448_2020-8-9-17-0-58,,,
Adaptive Cruise Control Setting Type at key on,vefsrr_e_ops_selmodekeyon,0,$0=Manual $1=Auto,00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed 150 kph and greater when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[10],0,(150<),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],0,(0-15),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (0-15 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[0],0,(0-15),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (105-120 kph),vavspr_cnt_ops_vehspd[x]_[7],0,(105-120),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (105-120 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[7],0,(105-120),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (120-135 kph),vavspr_cnt_ops_vehspd[x]_[8],0,(120-135),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (120-135 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[8],0,(120-135),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (135-150 kph),vavspr_cnt_ops_vehspd[x]_[9],0,(135-150),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (135-150 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[9],0,(135-150),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (15-30 kph),vavspr_cnt_ops_vehspd[x]_[1],0,(15-30),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (15-30 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[1],0,(15-30),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (30-45 kph),vavspr_cnt_ops_vehspd[x]_[2],0,(30-45),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (30-45 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[2],0,(30-45),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],0,(45-60),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (45-60 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[3],0,(45-60),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (60-75 kph),vavspr_cnt_ops_vehspd[x]_[4],0,(60-75),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (60-75 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[4],0,(60-75),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (75-90 kph),vavspr_cnt_ops_vehspd[x]_[5],0,(75-90),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (75-90 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[5],0,(75-90),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (90-105 kph),vavspr_cnt_ops_vehspd[x]_[6],0,(90-105),00268EX_2000-0-0-0-0-0,,,
Counter for vehicle speed within (90-105 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[6],0,(90-105),00268EX_2000-0-0-0-0-0,,,
Counter of vehicle movement state at (Forward),vavdyr_cnt_ops_vehmotionstate[x]_[2],0,Forward,00268EX_2000-0-0-0-0-0,,,
Counter of vehicle movement state at (Invalid),vavdyr_cnt_ops_vehmotionstate[x]_[4],0,Invalid,00268EX_2000-0-0-0-0-0,,,
Counter of vehicle movement state at (Neutral),vavdyr_cnt_ops_vehmotionstate[x]_[1],0,Neutral,00268EX_2000-0-0-0-0-0,,,
Counter of vehicle movement state at (Parked),vavdyr_cnt_ops_vehmotionstate[x]_[0],0,Parked,00268EX_2000-0-0-0-0-0,,,
Counter of vehicle movement state at (Reverse),vavdyr_cnt_ops_vehmotionstate[x]_[3],0,Reversed,00268EX_2000-0-0-0-0-0,,,
Driver Alert Type Customization Current Setting value at key on,venvar_e_ops_alrtdrvrslctdkeyon,0,$0 = SettingUnknow $1 = Chime $2 = Seat,00268EX_2000-0-0-0-0-0,,,
Forward Collision Alert Gap Setting at key on,vefimr_e_ops_fca_gapsetkeyon,0,$0 = Far $1 = Medium $2 = Near $3 = Off $4 = Unknown $5=Faulted,00268EX_2000-0-0-0-0-0,,,
Forward Impact Mitigation Operation Select Customization Current Setting Value at key on,vefimr_e_ops_cps_cursetkeyon,0,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,00268EX_2000-0-0-0-0-0,,,
Front PCM Response Type Customization Current Setting Value at key on,vepcmr_e_ops_cursetvaluekeyon,0,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,00268EX_2000-0-0-0-0-0,,,
Go Notifier Customization Current Setting Value at key on,vefsrr_e_ops_gonocustomkeyon,0,$0=SettingUnknown $1=Off $2=On,00268EX_2000-0-0-0-0-0,,,
Lane Change Alert Customization Current Setting Value at key on,verimr_e_ops_lca_custstkeyon,0,$0=Setting_Unknown $1=Off $2=On,00268EX_2000-0-0-0-0-0,,,
Lateral Assist Customer Selection Status at key on,veldfr_e_ops_ltrlasststkeyon,0,$0 = Off $1 = LDW $2 = LKA $3 = HoLF,00268EX_2000-0-0-0-0-0,,,
Outside Air Temperature Key OFF,veoatr_t_ops_tempkeyoff,-40.5,deg C (KeyOff),00268EX_2000-0-0-0-0-0,,,
Outside Air Temperature Key ON,veoatr_t_ops_tempkeyon,-40.5,deg C (KeyOn),00268EX_2000-0-0-0-0-0,,,
Outside Air Temperature Max,veoatr_t_maxtempthiskeyon,-40.5,deg C (Max),00268EX_2000-0-0-0-0-0,,,
Outside Air Temperature Min,veoatr_t_mintempthiskeyon,59.90625,deg C (Min),00268EX_2000-0-0-0-0-0,,,
Positioning System Latitude at Key OFF,vegpsr_phi_ops_latitudekeyoff,0,deg (Lat KeyOff),00268EX_2000-0-0-0-0-0,,,
Positioning System Latitude at Key ON,vegpsr_phi_ops_latitudekeyon,0,deg (Lat KeyOn),00268EX_2000-0-0-0-0-0,,,
Positioning System Longitude at Key OFF,vegpsr_phi_ops_longitudekeyoff,0,deg (Long KeyOff),00268EX_2000-0-0-0-0-0,,,
Positioning System Longitude at Key ON,vegpsr_phi_ops_longitudekeyon,0,deg (Long KeyOn),00268EX_2000-0-0-0-0-0,,,
Rear Cross Traffic Alert Customization Current Setting Value at key on,verimr_e_ops_rcta_custstkeyon,0,$0=Setting_Unknown $1=Off $2=On,00268EX_2000-0-0-0-0-0,,,
